score,gt_classification,fen,classic_reg_score,classic_reg_classification,classic_score,classic_classification,gemini_direct_score,gemini_direct_classification,gemini_feature_material,gemini_feature_pawn_structure,gemini_feature_mobility,gemini_feature_king_safety,gemini_feature_tempo,gemini_feature_total
9.59,white,r1b2nk1/p3n1p1/1ppb4/3pNPp1/3P3P/2NBB3/PP6/R4RK1 w - - 0 22,3.1356,white,6.1,white,35.0,white,0.3,-0.1,0.4,-0.2,0.1,0.5
-49.96,black,5rk1/6pp/1p2p3/1Q1P1nq1/3P4/5pPP/5p1K/R1R2B2 w - - 1 33,2.3238,white,3.8,white,250.0,white,2.0,0.25,0.75,-0.25,0.5,1.75
-0.64,equal,r1b1k2r/pp2ppbp/1q1p1np1/3P4/4PP2/P1NQ1N2/1P4PP/R1B1K2R b KQkq - 0 11,0.0036,equal,0.1,equal,-25.0,black,0.0,0.2,-0.3,0.1,-0.1,-0.1
-8.31,black,rnq2rk1/ppp1Qppp/8/2np4/3b1P2/3P2P1/PPP3KP/RNB2R2 b - - 3 13,-2.2878,black,-2.8,black,25.0,white,-0.25,0.1,0.4,0.2,0.15,0.1
0.0,equal,2r3k1/3nQN2/p5p1/qp2P3/8/P3B3/2P3PP/3n2K1 w - - 3 28,-2.2878,black,-2.8,black,250.0,white,2.0,0.25,0.75,0.25,0.5,1.5
-49.95,black,8/5q1k/pp2r1Q1/8/P1P5/1P6/5P2/6K1 b - - 0 45,-2.2157999999999998,black,-0.7999999999999998,equal,-250.0,black,-2.5,0.0,-0.5,0.5,0.25,-2.25
-0.78,equal,r1bq1rk1/pp2npbp/2n1p1p1/8/3pNP2/1P3N2/PBPPB1PP/1R1Q1RK1 b - - 1 11,0.0288,equal,0.8,equal,-25.0,black,0.25,-0.25,-0.25,0.25,-0.25,-0.25
-0.14,equal,rnbqkbnr/2p1pppp/p7/1p6/2pP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,-0.7326,equal,-0.09999999999999998,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
1.09,equal,rnbqk2r/1pp1bppp/8/3p4/p2P4/P1P2N2/1P3PPP/R1BQKB1R w KQkq - 1 9,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-1.3,equal,r2qk2r/ppp1bbpp/2n2p2/3np2P/2B3P1/P1NP4/1PP2P1N/R1BQ1RK1 b kq - 2 13,-0.0108,equal,-0.30000000000000004,equal,-25.0,black,0.2,-0.1,0.3,0.0,0.1,0.2
0.18,equal,r3k2r/2qb1pb1/3p1np1/ppp1p1Bp/4P2P/P2P1P2/BPPQN1P1/2K1R2R w kq - 0 18,0.0036,equal,0.1,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.8
-0.83,equal,r1bqk2r/p4ppp/2n1p3/2b1P3/Q2p4/3P1N2/P4PPP/RNB2RK1 b kq - 1 12,0.0036,equal,0.1,equal,-25.0,black,0.25,-0.1,-0.3,-0.15,-0.2,-0.5
0.14,equal,2R5/5rpp/3pk3/5p2/5P2/4P3/r4P1P/3R2K1 b - - 1 27,0.0144,equal,0.4,equal,-75.0,black,0.0,-0.25,-0.5,-1.0,-0.75,-1.5
-50.0,black,r6k/pp4pp/8/4r2K/5q2/1QP5/P6P/R6R w - - 12 29,-0.9378,equal,-5.800000000000001,black,250.0,white,1.5,0.25,0.5,-0.5,0.25,1.0
-1.46,equal,2kr1b1r/ppp1ppp1/2n1b2p/4P2n/5B2/2N2P2/PPP1N1PP/R1K2B1R w - - 1 11,-0.0396,equal,-1.1,equal,35.0,white,0.3,0.1,0.2,0.1,0.1,0.4
-0.75,equal,rnbqkbnr/ppp2ppp/3pp3/7Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 1 3,0.0756,equal,2.1,white,35.0,white,-0.25,0.25,-0.25,0.0,-0.25,-0.5
0.1,equal,r2qkb1r/ppp2ppp/2n1p3/5bB1/1nPP4/N4N2/PP2BPPP/R2Q1RK1 b kq - 2 11,-0.0216,equal,-0.6000000000000001,equal,25.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
0.1,equal,r1bqkbnr/ppp2ppp/2n5/4p3/Q1p5/5NP1/PP1PPP1P/RNB1KB1R w KQkq - 0 5,-0.7866,equal,-1.6,equal,75.0,white,0.75,0.25,0.5,0.0,0.25,0.69
1.33,equal,rnb1kbnr/pp1p1pp1/2p2q1p/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,0.0072,equal,0.2,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-9.12,black,6k1/5p1p/4n1p1/K5r1/1P6/8/8/3R4 w - - 2 44,-3.8970000000000002,black,-7.0,black,150.0,white,1.5,0.25,0.5,-1.0,-0.25,1.0
-1.98,equal,r6r/pppqk1b1/2n2n1p/3ppbpB/8/2NP1QBP/PPP2PP1/R3K1NR w KQ - 1 12,-0.0324,equal,-0.9,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.4
1.01,equal,4n3/p1p2k1p/1pPp2p1/3P4/1P2N1P1/P6P/4K3/8 w - - 3 35,0.0288,equal,0.8,equal,30.0,white,0.25,-0.1,0.1,-0.2,-0.05,0.0
-8.81,black,r1bk4/pp1p2Rp/2p1rN2/4P3/8/1P2K3/8/8 w - - 1 24,-6.0768,black,-6.8,black,30.0,white,1.0,-0.25,0.5,-0.25,0.25,1.25
-5.76,black,r1b1k3/pp5p/2ppP1r1/3P1p1p/2P2q2/2N4P/PP2B1n1/1K2N1RR b q - 2 22,-5.4054,black,-8.4,black,-25.0,black,0.1,0.05,-0.15,0.0,-0.05,-0.05
0.16,equal,r5k1/1p3ppp/p4q2/3prN2/4n3/1P1QP3/P4PPP/R4RK1 w - - 0 22,-0.0036,equal,-0.1,equal,45.0,white,0.3,-0.1,0.2,-0.2,0.1,0.3
9.68,white,4rrk1/P5pp/5n2/1q1p1p2/1P1B1P2/3P3P/1QP3P1/R4RK1 b - - 0 24,2.3165999999999998,white,3.6,white,-150.0,black,0.25,-0.25,-0.75,-1.0,-0.5,-1.25
3.57,white,2r1kb1r/1pp2ppp/3nb3/pP6/3B1Pq1/P1NBP3/2Q3PP/R4RK1 b k - 4 16,0.0324,equal,0.9,equal,-25.0,black,0.5,-0.2,-0.3,-0.4,-0.1,-0.5
0.44,equal,5rk1/R4pq1/3P2p1/5r2/8/7P/3Q4/5R1K w - - 1 41,0.061200000000000004,equal,1.7000000000000002,equal,250.0,white,2.0,0.25,0.75,-0.5,0.5,3.0
1.05,equal,r3r3/1p2k2p/p4ppb/3p4/1p1P4/PP3B2/2bN1KPP/R4N1R b - - 3 23,0.7398,equal,0.29999999999999993,equal,30.0,white,-0.25,-0.15,0.4,0.2,0.3,0.5
0.25,equal,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,0.0252,equal,0.7000000000000001,equal,25.0,white,0.1,-0.05,0.2,0.0,0.15,0.4
9.45,white,5k2/r1R2p2/4b1p1/6p1/3Pp3/P3P2P/5PP1/6K1 w - - 0 28,-0.765,equal,-1.0,equal,250.0,white,1.5,0.2,0.4,-0.1,0.2,1.2
0.69,equal,4rk2/pbppn3/1p3B2/2n4r/7p/7P/PPPN1PP1/R3KB1R w KQ - 1 17,0.7542,equal,0.7,equal,35.0,white,1.5,0.2,0.5,0.1,0.3,0.9
15.34,white,r1b1r2k/pp4p1/2p1pnBq/6N1/Pb1P4/3Q1N2/1P3PPP/R4RK1 w - - 5 19,0.8046,equal,2.1,white,150.0,white,0.25,0.1,0.75,-0.5,0.5,1.1
0.2,equal,r2qr1k1/1p1n1pp1/p1pbbn1p/3p4/3P3B/2NBPN2/PPQ2PPP/1R2R1K1 b - - 1 13,0.0036,equal,0.1,equal,-25.0,black,-0.25,0.1,0.4,0.2,0.15,0.1
-0.22,equal,1r1q1rk1/p3bpp1/b3p2p/1NnpP3/P4B2/1P4Q1/1P2NPPP/R4RK1 b - - 4 17,0.7866,equal,1.6,equal,30.0,white,-0.25,0.0,0.5,0.25,0.3,0.3
0.38,equal,4r1k1/p7/7p/6p1/5n2/P2r1N2/1PR2KPP/R7 w - - 0 26,0.7434000000000001,equal,0.3999999999999999,equal,250.0,white,1.5,0.2,0.5,-0.3,0.3,1.2
0.4,equal,r1b2rk1/5ppp/p3p3/1p1nB3/P7/5B2/1PP2PPP/R4RK1 b - - 0 17,0.0432,equal,1.2000000000000002,equal,25.0,white,-0.25,0.25,0.5,0.3,0.2,0.5
9.5,white,rnbk1bnr/ppp2ppp/4p3/3p4/3P4/5N2/PPP1PPPP/RN1QKB1R b KQ - 1 4,4.5792,white,5.7,white,-25.0,black,0.0,0.1,-0.2,0.2,-0.1,-0.1
-9.31,black,r4b1r/pp3k1p/2np4/2p1p1p1/6P1/N1BP2P1/PPP1K1nP/R7 w - - 0 18,-6.1488000000000005,black,-8.8,black,35.0,white,0.3,0.1,0.4,-0.2,0.1,0.7
-0.6,equal,r5k1/6b1/2p3pp/NpP1p3/1P2Pp2/B2r1PnP/R5PK/R7 b - - 5 34,-0.05399999999999999,equal,-1.5,equal,-25.0,black,0.25,-0.25,-0.25,-0.5,0.0,-0.25
0.05,equal,rnbq1rk1/ppp2ppp/3bpn2/3p4/2PP4/3BPN2/PP1N1PPP/R1BQK2R b KQ - 0 6,0.0108,equal,0.30000000000000004,equal,25.0,white,0.0,-0.2,0.1,0.0,-0.1,-0.2
1.33,equal,r1bqk1nr/p1pp1ppp/p2b4/3Pp3/4P3/P4N2/1PP2PPP/RNBQ1RK1 b kq - 1 7,0.018,equal,0.5,equal,15.0,white,0.0,-0.2,-0.1,0.0,-0.1,-0.3
0.32,equal,rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,0.0108,equal,0.30000000000000004,equal,25.0,white,0.0,-0.2,-0.3,0.0,-0.1,-0.2
-3.28,black,rnb1k2r/ppp2pb1/7p/6p1/1P2p1P1/P1P1P2P/5P2/RNBqK1NR w KQkq - 0 11,-7.0398,black,-13.3,black,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-0.7,equal,2k4r/pppn1ppp/1b6/nP6/P1P1q3/1bB5/4BPPP/R1Q2RK1 w - - 0 18,-0.819,equal,-2.5,black,75.0,white,0.25,0.1,0.5,-0.1,0.3,0.55
-7.09,black,4k3/ppB2p2/2n1bP1r/7p/6p1/8/PP3PPP/3R2K1 w - - 2 23,-1.5084,equal,-1.4,equal,150.0,white,1.5,0.25,0.5,0.25,0.25,2.75
7.64,white,4r3/pp3k1p/2p5/4n1p1/8/3bB3/P3NPPP/R3R1K1 b - - 5 25,3.0312,white,3.2,white,25.0,white,0.25,-0.1,-0.2,-0.3,-0.1,-0.15
-8.31,black,5rk1/p1p1n2p/6p1/1P1p4/3Pp3/P1Q3P1/2P1q1KP/2B2N1R w - - 3 29,2.1582,white,-0.8000000000000003,equal,250.0,white,2.5,0.25,0.75,-0.5,0.25,2.25
8.97,white,N2k1b1r/pp3pp1/2np3p/4pb2/1q6/3BN3/PPP2PPP/R2QK2R w KQ - 4 14,2.9052000000000002,white,-0.2999999999999998,equal,150.0,white,1.5,0.25,0.75,0.0,0.5,1.0
-0.87,equal,3k4/p4p2/1pp2N2/6p1/nPPP4/3B3b/P1K5/8 b - - 0 32,-0.747,equal,-0.5,equal,-150.0,black,-0.5,-0.75,-1.0,-1.5,-0.5,-4.25
-7.45,black,4r1k1/5ppp/3qbb2/2Np4/8/5QN1/P4PPP/1R4K1 b - - 0 22,0.0216,equal,0.6000000000000001,equal,-25.0,black,-0.25,-0.1,-0.5,-1.5,-0.75,-3.1
-12.61,black,r6r/4bkpp/p4n2/1pp5/3p4/1P1b4/P4PPP/R1B1R1K1 b - - 0 18,-5.4126,black,-8.6,black,25.0,white,-0.25,0.25,0.5,0.5,0.25,0.25
8.47,white,r7/1p1nqBkp/6p1/p3p3/8/5Q1P/PPP2PP1/RN4K1 w - - 1 17,3.0708,white,4.3,white,75.0,white,2.0,0.25,0.75,-0.5,0.25,2.75
1.21,equal,2rqkbnr/5ppp/p1bp4/1ppB4/3pPN2/3P4/PPP2PPP/R1BQ1RK1 b k - 2 12,0.0108,equal,0.30000000000000004,equal,-25.0,black,0.1,0.2,-0.3,0.0,-0.2,-0.2
4.82,white,r3qr2/4p1kp/n2pP1p1/pppN3n/4P3/4B2Q/PPP2P1P/2KR3R w - - 0 19,0.036,equal,1.0,equal,250.0,white,1.5,0.25,0.75,-0.25,0.5,2.75
6.39,white,r1b2rk1/1p1nqNp1/p1n1p1Qp/2bpP3/5P2/2NB4/PPP3PP/R1B1K2R b KQ - 2 12,0.8046,equal,2.1,white,-25.0,black,0.1,-0.1,-0.2,0.0,-0.1,-0.2
-1.75,equal,r1bq1r2/pppkb3/5p2/2n1n3/3p1Q1N/3P4/PPP2PPP/RN2KB1R w KQ - 4 17,-0.7506,equal,-0.6,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.8
0.22,equal,rnbqkb1r/pp2pppp/5n2/3p4/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5,0.018,equal,0.5,equal,15.0,white,0.0,0.1,0.2,0.0,0.1,0.2
0.0,equal,2rqr1k1/pp2bpp1/1np1b2p/4p3/2P1N1P1/PP2P1NP/1B1P4/R2QK2R w KQ - 1 16,-0.0144,equal,-0.4,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.4
-0.3,equal,r2q1rk1/4np2/p2p3p/2bPp1p1/2p5/3B1NPP/PP1Q2PK/R4R2 w - - 0 19,-0.729,equal,0.0,equal,35.0,white,0.3,0.1,0.4,0.2,0.1,0.5
0.59,equal,rn1qkb1r/1pp2pp1/p3pn1p/4N3/8/2N5/PPPPQPPP/R1B2RK1 w kq - 0 10,0.0252,equal,0.7000000000000001,equal,30.0,white,0.3,0.1,0.4,0.0,0.2,1.0
0.04,equal,6k1/1p3pp1/1q2bn2/p1rp1n1p/P2Np3/1P2P1PP/5PB1/R2Q1RK1 b - - 1 25,0.7506,equal,0.6,equal,-75.0,black,0.25,-0.25,-0.75,-1.0,-0.5,-1.25
4.03,white,5rk1/p1p1ppbp/2B3pB/8/2nrN3/8/PP4PP/R4RK1 w - - 4 18,0.8082,equal,2.2,white,65.0,white,1.5,0.2,0.5,0.3,0.2,2.7
12.67,white,r2qk2r/p1pbbppp/5n2/2p1N3/2B5/8/PPPP1PPP/RNBQR1K1 w kq - 3 9,3.0996,white,5.1,white,25.0,white,0.25,0.1,0.3,0.0,0.15,0.4
0.21,equal,rnbqkbnr/pp1ppppp/2p5/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,0.0072,equal,0.2,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.2
49.99,white,8/3R4/5b1k/5Q2/4P3/1q4P1/5PK1/8 w - - 3 55,3.843,white,5.5,white,250.0,white,2.5,0.25,1.0,-0.5,0.75,3.0
11.47,white,7Q/kp5p/8/p4q2/8/8/PPP3PP/R5K1 w - - 1 27,5.355,white,7.0,white,150.0,white,2.0,0.25,0.5,-0.5,0.0,2.25
-11.52,black,8/8/6K1/6P1/8/pk6/8/8 w - - 0 52,-0.0036,equal,-0.1,equal,150.0,white,1.0,-0.25,0.5,0.0,0.25,1.5
-0.23,equal,rn2kb1r/ppp1nppp/3p1q2/8/2BPPpb1/2N2N2/PPP3PP/R1BQ1RK1 b kq - 4 7,-0.7614,equal,-0.9,equal,25.0,white,0.1,-0.1,-0.2,0.0,-0.1,-0.2
8.42,white,2kr3r/pp3pb1/2n3p1/2p2n1p/5BQ1/2NP4/PP3PPP/3R1RK1 w - - 0 17,4.6116,white,6.6,white,150.0,white,0.25,0.1,0.75,0.5,0.6,2.2
0.0,equal,1B6/R2P2pp/2k5/4p1PP/4n3/8/5rK1/8 w - - 1 51,-0.0828,equal,-2.3000000000000003,black,250.0,white,1.5,0.25,0.5,-0.25,0.0,1.0
14.35,white,r3r1k1/p1p2pp1/2Pp3p/1Q5n/3NP3/2P1B1Pq/P3bP1P/R3RBK1 w - - 1 20,3.0852,white,4.7,white,250.0,white,1.75,0.25,0.5,-0.25,0.25,2.5
-1.57,equal,1k1r3r/ppq2p2/4p3/1P1p3p/P2P1b1P/2PQ4/3B1P2/R3R1K1 w - - 0 22,-0.0036,equal,-0.1,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.8
1.02,equal,3Q4/pk3r2/4q3/1p2p3/1Pb1p2B/P3P2P/5P1K/2R5 b - - 9 48,0.783,equal,1.5,equal,-250.0,black,-2.5,-0.25,-0.5,-1.0,0.25,-3.0
-4.96,black,2rr1nk1/6p1/p3p2p/4P3/3q1P2/3B1Q2/6PP/3R1R1K b - - 2 27,-0.0216,equal,-0.6000000000000001,equal,-150.0,black,0.25,-0.25,0.75,0.25,0.5,0.5
2.68,white,r1bq1rk1/pp1n1pbp/3B1np1/2p5/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 9,1.5984,equal,3.9000000000000004,white,-25.0,black,0.1,-0.05,-0.2,0.0,-0.15,-0.2
-0.16,equal,r3k1nr/pp1bpp1p/1qn2bpP/2p5/2B1Q3/2P2N2/PP3PP1/RNB2RK1 b kq - 7 13,-0.729,equal,0.0,equal,30.0,white,-0.3,-0.1,-0.2,0.0,-0.1,-0.5
14.34,white,r4kr1/p1b1qp1p/p1pNpp1Q/8/4N3/7P/PPP2P2/R4R1K b - - 1 21,0.9198,equal,5.3,white,25.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
0.26,equal,1q2r1k1/1b3pbp/1p3np1/1Pp1n3/2P1p3/2Q1P1N1/1B2BPPP/R4NK1 w - - 2 22,0.018,equal,0.5,equal,250.0,white,0.75,0.25,0.5,0.1,0.25,0.65
3.6,white,rnbqkbnr/4pppp/1p6/p1p5/1PPp4/5NP1/P2PPPBP/RNBQK2R w KQkq - 0 6,-0.0108,equal,-0.30000000000000004,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
-49.97,black,rnb1k1nr/p1p2N2/p2p2pb/5q2/3P4/8/PPP1K2p/RN4R1 b kq - 3 14,-13.0914,black,-19.4,black,-25.0,black,0.0,0.2,-0.3,-0.1,-0.2,-0.4
1.11,equal,rn2kbnr/pbpp1p2/1p2pq1p/6p1/3PP3/2NBB3/PPPN1PPP/R2QK2R b KQkq - 3 7,0.018,equal,0.5,equal,25.0,white,0.1,0.2,-0.1,0.0,0.05,0.25
1.55,equal,1r1qkb1r/p2n1ppp/2B2n2/6B1/8/2P2Q2/P4PPP/R4RK1 b k - 0 17,-1.4868000000000001,equal,-0.7999999999999998,equal,-150.0,black,0.1,0.0,-0.2,-0.1,-0.05,-0.25
12.37,white,r2k3r/pppb2Qp/3b1n2/n2Pp3/8/3B3P/PPPP1PP1/RNB2RK1 b - - 0 13,6.885,white,9.0,white,-150.0,black,-9.0,0.25,0.5,0.75,-0.25,-8.75
1.09,equal,r1bqr1k1/1p1nbppn/4p2p/p1ppN3/3P1PPB/2P1P3/PPQN3P/1BR2RK1 b - - 2 15,0.0468,equal,1.3,equal,25.0,white,-0.25,0.0,0.5,0.25,0.3,0.3
0.02,equal,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,-0.0144,equal,-0.4,equal,-25.0,black,0.1,-0.05,0.2,0.15,0.05,0.25
2.97,white,rnbqkbnr/6pp/2p1p3/pp1pPp2/3P4/PNP5/1P2NPPP/R1BQKB1R w KQkq - 0 9,-0.0288,equal,-0.8,equal,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
7.07,white,3r1rk1/p5p1/1pn2b1p/2p1p3/P3P3/2P5/1P1N2BP/R1B2RK1 w - - 0 20,1.512,equal,1.5,equal,150.0,white,0.5,0.2,0.3,-0.1,0.2,0.6
-0.44,equal,r2qkb1r/pp1bpppp/2np1n2/1B6/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 5 7,0.0396,equal,1.1,equal,25.0,white,0.1,-0.1,0.2,0.0,0.1,0.2
7.81,white,rnbqkb1Q/pp3p2/5n2/3p1Npp/4P3/8/PPP2PPP/RNB1KB1R b KQq - 2 9,4.658399999999999,white,7.9,white,-25.0,black,-0.25,0.1,0.3,0.15,0.2,0.5
0.82,equal,rnbq1rk1/pppp1nbp/5pp1/8/2BP4/2N2N2/PPP2PPP/R1BQ1RK1 b - - 1 8,0.072,equal,2.0,equal,25.0,white,0.0,-0.2,0.1,0.0,-0.1,-0.2
7.37,white,r1b2rk1/p1pqN1pp/3p1n2/2p5/8/2N5/PPP1QPPP/R1B2RK1 b - - 0 13,2.4462,white,7.2,white,-25.0,black,0.2,0.3,-0.1,0.0,0.1,0.5
-49.98,black,1k1r4/ppp4p/2q2B2/5Q2/3P4/2P2p1P/PP3Prb/R3RK2 w - - 1 21,0.7758,equal,1.3,equal,250.0,white,2.5,0.25,0.75,-0.5,0.25,2.25
-49.99,black,r6k/pp4pp/3b4/4p3/2Bn1rb1/3P4/PPP2qPP/R1BKQ2R w - - 1 19,-1.728,equal,-7.5,black,35.0,white,0.3,0.1,0.4,0.0,0.2,1.0
0.24,equal,r2q1r2/pp1nb1pk/2pp3p/4p3/1PP1N1Q1/P2PB3/5PPP/R4RK1 b - - 4 18,0.0504,equal,1.4000000000000001,equal,30.0,white,0.1,0.2,-0.3,0.1,-0.1,0.0
2.75,white,8/k1p3r1/p2b4/3R1R2/P4pp1/1P5p/5PP1/6K1 w - - 0 48,0.765,equal,1.0,equal,150.0,white,1.5,0.25,0.5,0.25,0.25,2.75
9.09,white,2kr3r/1b3p2/1npb1P2/q1p4p/Pp2P1p1/3B1P2/PBQNN1PP/1KR2R2 w - - 1 23,3.0528,white,3.8,white,250.0,white,1.75,0.25,0.5,-0.25,0.25,1.5
-9.06,black,4r1k1/p4pp1/7p/2p5/2q5/8/P4PPP/3R2KR w - - 0 25,-3.9006000000000003,black,-7.1,black,250.0,white,2.0,0.5,1.0,-0.5,0.5,3.5
5.45,white,r1b1k3/p2n1p1p/2p3p1/2n1b3/2B5/7N/PP1P2PP/RNB1K2R b KQq - 0 16,3.8034000000000003,white,4.4,white,25.0,white,-0.3,0.1,-0.2,-0.1,-0.1,-0.4
-0.97,equal,3r2k1/p2r2bR/1p4p1/2pqp1N1/8/1nP1P3/P3QPP1/2K4R w - - 0 27,-2.421,black,-6.5,black,150.0,white,1.5,0.25,0.5,-0.25,0.25,1.25
3.54,white,r2qkb1r/1ppb1ppp/p3pn2/8/1nBP4/2N2N2/PPP2PPP/R1BQR1K1 w kq - 1 10,0.0288,equal,0.8,equal,30.0,white,0.25,0.1,0.3,0.0,0.15,0.8
0.35,equal,r2q1rk1/pp2bppp/3p1n2/2pP4/4PP2/2N2bP1/PP5P/R1BQ1RK1 w - - 0 15,-2.3094,black,-3.4,black,35.0,white,0.3,0.2,0.4,0.1,0.2,1.2
2.09,white,rn1qkbnr/ppp1pppp/8/5b2/3P4/2N2N2/PPP1BPPP/R1BQK2R w KQkq - 3 7,0.0144,equal,0.4,equal,25.0,white,0.25,0.15,0.3,0.0,0.1,0.4
-18.22,black,8/1p4k1/1R6/4p1p1/4PqP1/3P3P/6P1/6K1 b - - 2 37,-1.5372000000000001,equal,-2.2,black,-25.0,black,-0.2,-0.1,-0.15,0.3,-0.05,-0.2
13.43,white,rnbk3r/pp2bQpp/3p1p2/8/2B1PB2/8/PPP2KPP/R5NR b - - 4 11,6.9786,white,11.6,white,-30.0,black,0.5,0.25,0.25,-0.5,-0.25,0.25
-1.69,equal,r4rk1/ppp3p1/4p1np/1P2p3/2P5/PB1nB2P/4R1P1/R5K1 b - - 5 21,-1.5372000000000001,equal,-2.2,black,-25.0,black,0.1,-0.2,-0.1,0.1,-0.05,-0.15
-0.04,equal,rnbq1rk1/pp3ppp/3b1n2/3PN3/3Pp3/8/PP2BPPP/RNBQ1RK1 b - - 0 9,0.783,equal,1.5,equal,-25.0,black,0.1,0.05,0.2,0.0,0.15,0.5
12.6,white,8/P7/8/1K6/7p/8/6k1/8 b - - 0 51,0.0108,equal,0.30000000000000004,equal,25.0,white,0.5,-0.2,-0.3,0.2,-0.1,0.1
0.81,equal,r2qkbnr/p1p1pppp/8/1p2P3/2P3Q1/8/P1n2PPP/RNB1KBNR w KQkq - 1 8,1.4184,equal,-1.1,equal,30.0,white,0.25,0.1,0.3,0.0,0.15,0.8
7.25,white,1r6/p6p/4k1p1/8/1P1Rp3/P2K1PP1/7P/8 w - - 0 40,0.7110000000000001,equal,-0.5,equal,30.0,white,0.25,-0.1,-0.15,-0.2,0.0,0.0
-0.23,equal,1k6/1p2b1p1/p3p3/1n2PpPb/1P1P1P2/5N2/3BBK2/8 b - - 2 32,-0.0144,equal,-0.4,equal,25.0,white,-0.25,0.5,0.75,0.25,0.5,0.75
24.82,white,8/6pk/4R2p/pp6/1N2P3/8/PP3PPP/4R1K1 b - - 0 26,11.5722,white,17.7,white,-75.0,black,-0.2,-0.1,-0.15,0.0,-0.05,-0.5
-0.42,equal,r1bq1rk1/pp1pn1pp/4pp2/8/2Q1PB2/2P2N2/P4PPP/R4RK1 w - - 1 13,-0.6858,equal,1.2000000000000002,equal,35.0,white,0.3,0.1,0.4,0.1,0.2,1.1
-49.99,black,r3r1k1/5pn1/2p3pK/pp1p4/5RB1/2P4P/PP1bp1P1/8 b - - 1 33,-7.722,black,-12.0,black,-25.0,black,-0.2,-0.1,-0.15,0.0,-0.05,-0.5
-1.45,equal,r1b1k2r/ppqn1pp1/2pb3p/3p4/P2Pp3/1BP1P1P1/1P1NNPP1/R2QK2R b KQkq - 3 14,-0.0108,equal,-0.30000000000000004,equal,-25.0,black,0.2,-0.1,0.3,0.0,0.1,0.2
6.15,white,r4rk1/pppn1ppp/4pq2/3p4/3P4/5N2/PPP2PPP/RN1QR1K1 b - - 3 11,1.5084,equal,1.4,equal,-25.0,black,0.1,-0.1,0.2,0.0,-0.1,0.1
6.41,white,3q1rk1/1b3pp1/7p/3pB3/2p5/b1Q1PN2/4BPPP/4R1K1 b - - 1 23,1.5588,equal,2.8,white,-150.0,black,-1.5,0.0,0.5,-0.5,0.25,-1.25
0.1,equal,r2qk2r/pppbbppp/2n2n2/3p4/4p3/PP2P1PP/1BPPNPB1/RN1QK2R b KQkq - 2 8,-0.0144,equal,-0.4,equal,-25.0,black,0.1,-0.15,-0.05,0.0,-0.05,-0.15
-0.6,equal,2r2rk1/1q2bppp/3ppn2/p7/1p1NP1PP/4BP2/PPPQ4/1K1RR3 b - - 0 20,-0.0144,equal,-0.4,equal,25.0,white,-0.25,-0.15,0.4,0.2,0.3,0.5
-7.25,black,r3kbr1/pp3Npp/nq1p4/2pnp3/4P3/1B5P/PPPP1PP1/R1BK3R w q - 0 12,-6.1272,black,-8.2,black,35.0,white,0.25,-0.1,0.3,0.15,0.2,0.3
49.97,white,8/7p/2K5/5k2/8/6Q1/R6P/8 w - - 3 60,10.854000000000001,white,18.0,white,150.0,white,2.0,0.25,0.75,-0.5,0.5,3.0
13.15,white,4rrk1/ppp2p1p/n4Q1p/2bP4/2N1N3/P2P3P/1PP2PP1/R3K2R b KQ - 2 15,8.5158,white,13.8,white,25.0,white,-0.25,0.1,0.5,0.0,0.3,0.65
-1.44,equal,r6r/1pp3kp/p3pqp1/5n2/2N5/8/PP2QPPP/R3K2R b KQ - 0 21,-0.7794,equal,-1.4,equal,25.0,white,0.25,-0.25,-0.25,0.0,-0.25,-0.25
